segment_id,value,created_at
20,80.71,2026-03-13 08:40:51
21,56.05,2026-03-13 08:40:51
22,84.91,2026-03-13 08:40:51
23,50.81,2026-03-13 08:40:51
24,73.76,2026-03-13 08:40:51
25,45.63,2026-03-13 08:40:51
26,71.23,2026-03-13 08:40:51
27,58.82,2026-03-13 08:40:51
28,73.36,2026-03-13 08:40:51
29,48.49,2026-03-13 08:40:51
30,74.63,2026-03-13 08:40:51
31,58.0,2026-03-13 08:40:51
32,69.55,2026-03-13 08:40:51
33,41.44,2026-03-13 08:40:51
34,69.59,2026-03-13 08:40:51
35,57.92,2026-03-13 08:40:51
36,71.78,2026-03-13 08:40:51
37,57.55,2026-03-13 08:40:51
38,72.87,2026-03-13 08:40:51
39,42.61,2026-03-13 08:40:51
40,65.47,2026-03-13 08:40:51
1,59.3,2026-03-13 09:10:51
2,69.87,2026-03-13 09:10:51
3,58.38,2026-03-13 09:10:51
4,81.8,2026-03-13 09:10:51
5,55.88,2026-03-13 09:10:51
6,82.97,2026-03-13 09:10:51
7,45.34,2026-03-13 09:10:51
8,79.1,2026-03-13 09:10:51
9,53.38,2026-03-13 09:10:51
10,68.59,2026-03-13 09:10:51
11,53.91,2026-03-13 09:10:51
12,77.68,2026-03-13 09:10:51
13,52.48,2026-03-13 09:10:51
14,71.0,2026-03-13 09:10:51
15,49.07,2026-03-13 09:10:51
16,69.97,2026-03-13 09:10:51
17,49.11,2026-03-13 09:10:51
18,77.01,2026-03-13 09:10:51
19,43.32,2026-03-13 09:10:51
20,68.91,2026-03-13 09:10:51
21,58.61,2026-03-13 09:10:51
22,68.14,2026-03-13 09:10:51
23,52.26,2026-03-13 09:10:51
24,74.96,2026-03-13 09:10:51
25,43.97,2026-03-13 09:10:51
26,74.39,2026-03-13 09:10:51
27,58.65,2026-03-13 09:10:51
28,80.68,2026-03-13 09:10:51
29,42.4,2026-03-13 09:10:51
30,65.38,2026-03-13 09:10:51
31,42.26,2026-03-13 09:10:51
32,79.21,2026-03-13 09:10:51
33,54.25,2026-03-13 09:10:51
34,73.67,2026-03-13 09:10:51
35,58.3,2026-03-13 09:10:51
36,69.82,2026-03-13 09:10:51
37,45.75,2026-03-13 09:10:51
38,73.56,2026-03-13 09:10:51
39,47.15,2026-03-13 09:10:51
40,83.14,2026-03-13 09:10:51
1,63.03,2026-03-13 09:40:51
2,89.49,2026-03-13 09:40:51
3,71.76,2026-03-13 09:40:51
4,89.51,2026-03-13 09:40:51
5,62.39,2026-03-13 09:40:51
6,88.9,2026-03-13 09:40:51
7,68.04,2026-03-13 09:40:51
8,99.74,2026-03-13 09:40:51
9,61.25,2026-03-13 09:40:51
10,85.75,2026-03-13 09:40:51
11,65.31,2026-03-13 09:40:51
12,99.14,2026-03-13 09:40:51
13,66.04,2026-03-13 09:40:51
14,93.5,2026-03-13 09:40:51
15,58.73,2026-03-13 09:40:51
16,92.52,2026-03-13 09:40:51
17,73.47,2026-03-13 09:40:51
18,81.1,2026-03-13 09:40:51
19,69.13,2026-03-13 09:40:51
20,82.22,2026-03-13 09:40:51
21,70.24,2026-03-13 09:40:51
22,84.6,2026-03-13 09:40:51
23,60.17,2026-03-13 09:40:51
24,98.52,2026-03-13 09:40:51
25,63.19,2026-03-13 09:40:51
26,89.73,2026-03-13 09:40:51
27,57.16,2026-03-13 09:40:51
28,80.41,2026-03-13 09:40:51
29,56.65,2026-03-13 09:40:51
30,82.5,2026-03-13 09:40:51
31,74.33,2026-03-13 09:40:51
32,87.45,2026-03-13 09:40:51
33,72.21,2026-03-13 09:40:51
34,87.65,2026-03-13 09:40:51
35,64.93,2026-03-13 09:40:51
36,99.23,2026-03-13 09:40:51
37,67.17,2026-03-13 09:40:51
38,85.0,2026-03-13 09:40:51
39,63.67,2026-03-13 09:40:51
40,81.46,2026-03-13 09:40:51
1,71.03,2026-03-13 10:10:51
2,93.32,2026-03-13 10:10:51
3,60.06,2026-03-13 10:10:51
4,98.86,2026-03-13 10:10:51
5,57.32,2026-03-13 10:10:51
6,96.44,2026-03-13 10:10:51
7,70.28,2026-03-13 10:10:51
8,92.23,2026-03-13 10:10:51
9,62.71,2026-03-13 10:10:51
10,94.32,2026-03-13 10:10:51
11,71.73,2026-03-13 10:10:51
12,99.45,2026-03-13 10:10:51
13,58.1,2026-03-13 10:10:51
14,98.17,2026-03-13 10:10:51
15,64.37,2026-03-13 10:10:51
16,93.48,2026-03-13 10:10:51
17,66.33,2026-03-13 10:10:51
18,92.29,2026-03-13 10:10:51
19,74.37,2026-03-13 10:10:51
20,95.72,2026-03-13 10:10:51
21,65.45,2026-03-13 10:10:51
22,89.98,2026-03-13 10:10:51
23,55.05,2026-03-13 10:10:51
24,81.43,2026-03-13 10:10:51
25,69.5,2026-03-13 10:10:51
26,95.59,2026-03-13 10:10:51
27,64.5,2026-03-13 10:10:51
28,88.28,2026-03-13 10:10:51
29,71.73,2026-03-13 10:10:51
30,92.19,2026-03-13 10:10:51
31,64.37,2026-03-13 10:10:51
32,97.0,2026-03-13 10:10:51
33,72.63,2026-03-13 10:10:51
34,90.2,2026-03-13 10:10:51
35,73.52,2026-03-13 10:10:51
36,88.3,2026-03-13 10:10:51
37,63.67,2026-03-13 10:10:51
38,90.46,2026-03-13 10:10:51
39,66.37,2026-03-13 10:10:51
40,80.76,2026-03-13 10:10:51
1,50.7,2026-03-13 10:40:51
2,72.81,2026-03-13 10:40:51
3,55.98,2026-03-13 10:40:51
4,77.53,2026-03-13 10:40:51
5,50.37,2026-03-13 10:40:51
6,68.2,2026-03-13 10:40:51
7,52.73,2026-03-13 10:40:51
8,71.38,2026-03-13 10:40:51
9,48.49,2026-03-13 10:40:51
10,67.3,2026-03-13 10:40:51
11,59.02,2026-03-13 10:40:51
12,82.31,2026-03-13 10:40:51
13,53.48,2026-03-13 10:40:51
14,67.76,2026-03-13 10:40:51
15,45.68,2026-03-13 10:40:51
16,80.41,2026-03-13 10:40:51
17,42.07,2026-03-13 10:40:51
18,74.68,2026-03-13 10:40:51
19,52.09,2026-03-13 10:40:51
20,78.37,2026-03-13 10:40:51
21,48.83,2026-03-13 10:40:51
22,82.29,2026-03-13 10:40:51
23,44.91,2026-03-13 10:40:51
24,83.35,2026-03-13 10:40:51
25,57.73,2026-03-13 10:40:51
26,66.78,2026-03-13 10:40:51
27,49.41,2026-03-13 10:40:51
28,69.08,2026-03-13 10:40:51
29,42.51,2026-03-13 10:40:51
30,74.58,2026-03-13 10:40:51
31,49.18,2026-03-13 10:40:51
32,83.09,2026-03-13 10:40:51
33,48.52,2026-03-13 10:40:51
34,84.82,2026-03-13 10:40:51
35,58.55,2026-03-13 10:40:51
36,79.91,2026-03-13 10:40:51
37,50.67,2026-03-13 10:40:51
38,75.8,2026-03-13 10:40:51
39,55.16,2026-03-13 10:40:51
40,67.86,2026-03-13 10:40:51
1,49.64,2026-03-13 11:10:51
2,84.08,2026-03-13 11:10:51
3,50.7,2026-03-13 11:10:51
4,69.56,2026-03-13 11:10:51
5,53.46,2026-03-13 11:10:51
6,72.99,2026-03-13 11:10:51
7,50.12,2026-03-13 11:10:51
8,78.97,2026-03-13 11:10:51
9,47.82,2026-03-13 11:10:51
10,83.35,2026-03-13 11:10:51
11,52.64,2026-03-13 11:10:51
12,71.03,2026-03-13 11:10:51
13,45.2,2026-03-13 11:10:51
14,66.96,2026-03-13 11:10:51
15,46.66,2026-03-13 11:10:51
16,68.38,2026-03-13 11:10:51
17,57.24,2026-03-13 11:10:51
18,81.05,2026-03-13 11:10:51
19,49.46,2026-03-13 11:10:51
20,66.81,2026-03-13 11:10:51
21,44.53,2026-03-13 11:10:51
22,79.73,2026-03-13 11:10:51
23,43.4,2026-03-13 11:10:51
24,83.1,2026-03-13 11:10:51
25,45.42,2026-03-13 11:10:51
26,71.78,2026-03-13 11:10:51
27,46.82,2026-03-13 11:10:51
28,70.58,2026-03-13 11:10:51
29,55.61,2026-03-13 11:10:51
30,73.41,2026-03-13 11:10:51
31,51.56,2026-03-13 11:10:51
32,77.6,2026-03-13 11:10:51
33,40.84,2026-03-13 11:10:51
34,79.05,2026-03-13 11:10:51
35,46.51,2026-03-13 11:10:51
36,67.58,2026-03-13 11:10:51
37,51.63,2026-03-13 11:10:51
38,70.28,2026-03-13 11:10:51
39,57.39,2026-03-13 11:10:51
40,73.03,2026-03-13 11:10:51
1,8.81,2026-03-13 11:40:51
2,8.55,2026-03-13 11:40:51
3,10.62,2026-03-13 11:40:51
4,19.81,2026-03-13 11:40:51
5,8.2,2026-03-13 11:40:51
6,0.81,2026-03-13 11:40:51
7,10.16,2026-03-13 11:40:51
8,18.99,2026-03-13 11:40:51
9,13.14,2026-03-13 11:40:51
10,10.1,2026-03-13 11:40:51
11,9.76,2026-03-13 11:40:51
12,18.05,2026-03-13 11:40:51
13,14.13,2026-03-13 11:40:51
14,9.92,2026-03-13 11:40:51
15,12.4,2026-03-13 11:40:51
16,0.58,2026-03-13 11:40:51
17,12.3,2026-03-13 11:40:51
18,8.35,2026-03-13 11:40:51
19,15.49,2026-03-13 11:40:51
20,13.64,2026-03-13 11:40:51
21,1.02,2026-03-13 11:40:51
22,18.63,2026-03-13 11:40:51
23,8.35,2026-03-13 11:40:51
24,2.03,2026-03-13 11:40:51
25,2.39,2026-03-13 11:40:51
26,15.69,2026-03-13 11:40:51
27,5.19,2026-03-13 11:40:51
28,14.25,2026-03-13 11:40:51
29,19.23,2026-03-13 11:40:51
30,5.06,2026-03-13 11:40:51
31,9.11,2026-03-13 11:40:51
32,0.39,2026-03-13 11:40:51
33,6.67,2026-03-13 11:40:51
34,8.5,2026-03-13 11:40:51
35,0.61,2026-03-13 11:40:51
36,17.0,2026-03-13 11:40:51
37,15.63,2026-03-13 11:40:51
38,12.78,2026-03-13 11:40:51
39,10.98,2026-03-13 11:40:51
40,15.26,2026-03-13 11:40:51
1,13.42,2026-03-13 12:10:51
2,6.42,2026-03-13 12:10:51
3,11.55,2026-03-13 12:10:51
4,12.9,2026-03-13 12:10:51
5,17.93,2026-03-13 12:10:51
6,15.51,2026-03-13 12:10:51
7,5.67,2026-03-13 12:10:51
8,5.53,2026-03-13 12:10:51
9,6.32,2026-03-13 12:10:51
10,6.46,2026-03-13 12:10:51
11,2.08,2026-03-13 12:10:51
12,10.4,2026-03-13 12:10:51
13,11.48,2026-03-13 12:10:51
14,9.06,2026-03-13 12:10:51
15,8.85,2026-03-13 12:10:51
16,18.81,2026-03-13 12:10:51
17,4.15,2026-03-13 12:10:51
18,5.09,2026-03-13 12:10:51
19,11.34,2026-03-13 12:10:51
20,8.9,2026-03-13 12:10:51
21,19.74,2026-03-13 12:10:51
22,17.37,2026-03-13 12:10:51
23,0.89,2026-03-13 12:10:51
24,3.49,2026-03-13 12:10:51
25,13.79,2026-03-13 12:10:51
26,17.13,2026-03-13 12:10:51
27,1.1,2026-03-13 12:10:51
28,8.24,2026-03-13 12:10:51
29,16.95,2026-03-13 12:10:51
30,16.26,2026-03-13 12:10:51
31,11.17,2026-03-13 12:10:51
32,16.64,2026-03-13 12:10:51
33,11.67,2026-03-13 12:10:51
34,10.73,2026-03-13 12:10:51
35,19.62,2026-03-13 12:10:51
36,12.5,2026-03-13 12:10:51
37,1.95,2026-03-13 12:10:51
38,12.53,2026-03-13 12:10:51
39,11.82,2026-03-13 12:10:51
40,5.79,2026-03-13 12:10:51
1,8.33,2026-03-13 12:40:51
2,2.96,2026-03-13 12:40:51
3,5.1,2026-03-13 12:40:51
4,8.58,2026-03-13 12:40:51
5,3.74,2026-03-13 12:40:51
6,13.56,2026-03-13 12:40:51
7,5.82,2026-03-13 12:40:51
8,17.44,2026-03-13 12:40:51
9,18.56,2026-03-13 12:40:51
10,14.48,2026-03-13 12:40:51
11,3.09,2026-03-13 12:40:51
12,15.99,2026-03-13 12:40:51
13,9.8,2026-03-13 12:40:51
14,2.31,2026-03-13 12:40:51
15,1.12,2026-03-13 12:40:51
16,13.2,2026-03-13 12:40:51
17,12.74,2026-03-13 12:40:51
18,18.58,2026-03-13 12:40:51
19,4.54,2026-03-13 12:40:51
20,9.24,2026-03-13 12:40:51
21,11.29,2026-03-13 12:40:51
22,11.14,2026-03-13 12:40:51
23,7.38,2026-03-13 12:40:51
24,14.45,2026-03-13 12:40:51
25,18.9,2026-03-13 12:40:51
26,2.57,2026-03-13 12:40:51
27,4.73,2026-03-13 12:40:51
28,14.79,2026-03-13 12:40:51
29,19.88,2026-03-13 12:40:51
30,6.58,2026-03-13 12:40:51
31,5.24,2026-03-13 12:40:51
32,6.67,2026-03-13 12:40:51
33,10.72,2026-03-13 12:40:51
34,11.9,2026-03-13 12:40:51
35,6.33,2026-03-13 12:40:51
36,9.56,2026-03-13 12:40:51
37,16.05,2026-03-13 12:40:51
38,17.59,2026-03-13 12:40:51
39,9.9,2026-03-13 12:40:51
40,14.95,2026-03-13 12:40:51
1,14.39,2026-03-13 13:10:51
2,4.65,2026-03-13 13:10:51
3,3.79,2026-03-13 13:10:51
4,4.21,2026-03-13 13:10:51
5,4.87,2026-03-13 13:10:51
6,1.91,2026-03-13 13:10:51
7,18.76,2026-03-13 13:10:51
8,19.55,2026-03-13 13:10:51
9,14.47,2026-03-13 13:10:51
10,6.13,2026-03-13 13:10:51
11,7.26,2026-03-13 13:10:51
12,8.68,2026-03-13 13:10:51
13,0.49,2026-03-13 13:10:51
14,18.14,2026-03-13 13:10:51
15,6.42,2026-03-13 13:10:51
16,17.65,2026-03-13 13:10:51
17,19.55,2026-03-13 13:10:51
18,17.31,2026-03-13 13:10:51
19,15.65,2026-03-13 13:10:51
20,13.42,2026-03-13 13:10:51
21,18.67,2026-03-13 13:10:51
22,1.23,2026-03-13 13:10:51
23,0.26,2026-03-13 13:10:51
24,13.67,2026-03-13 13:10:51
25,6.58,2026-03-13 13:10:51
26,2.59,2026-03-13 13:10:51
27,6.57,2026-03-13 13:10:51
28,12.81,2026-03-13 13:10:51
29,16.36,2026-03-13 13:10:51
30,13.12,2026-03-13 13:10:51
31,4.24,2026-03-13 13:10:51
32,9.37,2026-03-13 13:10:51
33,6.08,2026-03-13 13:10:51
34,13.63,2026-03-13 13:10:51
35,13.19,2026-03-13 13:10:51
36,12.87,2026-03-13 13:10:51
37,12.59,2026-03-13 13:10:51
38,4.46,2026-03-13 13:10:51
39,11.21,2026-03-13 13:10:51
40,5.18,2026-03-13 13:10:51
1,36.83,2026-03-13 13:40:51
2,43.12,2026-03-13 13:40:51
3,36.17,2026-03-13 13:40:51
4,35.83,2026-03-13 13:40:51
5,42.07,2026-03-13 13:40:51
6,51.8,2026-03-13 13:40:51
7,47.32,2026-03-13 13:40:51
8,52.1,2026-03-13 13:40:51
9,52.74,2026-03-13 13:40:51
10,48.49,2026-03-13 13:40:51
11,40.55,2026-03-13 13:40:51
12,40.51,2026-03-13 13:40:51
13,54.44,2026-03-13 13:40:51
14,41.67,2026-03-13 13:40:51
15,40.81,2026-03-13 13:40:51
16,46.08,2026-03-13 13:40:51
17,39.79,2026-03-13 13:40:51
18,44.3,2026-03-13 13:40:51
19,46.78,2026-03-13 13:40:51
20,40.04,2026-03-13 13:40:51
21,54.61,2026-03-13 13:40:51
22,44.78,2026-03-13 13:40:51
23,36.56,2026-03-13 13:40:51
24,46.7,2026-03-13 13:40:51
25,44.76,2026-03-13 13:40:51
26,46.63,2026-03-13 13:40:51
27,54.31,2026-03-13 13:40:51
28,51.57,2026-03-13 13:40:51
29,39.35,2026-03-13 13:40:51
30,35.28,2026-03-13 13:40:51
31,36.87,2026-03-13 13:40:51
32,48.81,2026-03-13 13:40:51
33,38.96,2026-03-13 13:40:51
34,39.7,2026-03-13 13:40:51
35,45.89,2026-03-13 13:40:51
36,46.22,2026-03-13 13:40:51
37,49.02,2026-03-13 13:40:51
38,46.08,2026-03-13 13:40:51
39,42.26,2026-03-13 13:40:51
40,40.19,2026-03-13 13:40:51
1,35.65,2026-03-13 14:10:51
2,52.89,2026-03-13 14:10:51
3,43.0,2026-03-13 14:10:51
4,37.4,2026-03-13 14:10:51
5,41.44,2026-03-13 14:10:51
6,45.24,2026-03-13 14:10:51
7,52.35,2026-03-13 14:10:51
8,44.3,2026-03-13 14:10:51
9,44.19,2026-03-13 14:10:51
10,40.6,2026-03-13 14:10:51
11,35.29,2026-03-13 14:10:51
12,45.89,2026-03-13 14:10:51
13,50.43,2026-03-13 14:10:51
14,39.17,2026-03-13 14:10:51
15,35.22,2026-03-13 14:10:51
16,38.62,2026-03-13 14:10:51
17,35.72,2026-03-13 14:10:51
18,53.76,2026-03-13 14:10:51
19,41.44,2026-03-13 14:10:51
20,52.99,2026-03-13 14:10:51
21,41.37,2026-03-13 14:10:51
22,43.93,2026-03-13 14:10:51
23,47.42,2026-03-13 14:10:51
24,36.0,2026-03-13 14:10:51
25,39.44,2026-03-13 14:10:51
26,52.37,2026-03-13 14:10:51
27,54.28,2026-03-13 14:10:51
28,36.55,2026-03-13 14:10:51
29,54.35,2026-03-13 14:10:51
30,42.5,2026-03-13 14:10:51
31,38.48,2026-03-13 14:10:51
32,44.37,2026-03-13 14:10:51
33,46.21,2026-03-13 14:10:51
34,50.4,2026-03-13 14:10:51
35,48.61,2026-03-13 14:10:51
36,54.12,2026-03-13 14:10:51
37,39.23,2026-03-13 14:10:51
38,47.09,2026-03-13 14:10:51
39,39.43,2026-03-13 14:10:51
40,35.48,2026-03-13 14:10:51
1,44.1,2026-03-13 14:40:51
2,35.79,2026-03-13 14:40:51
3,49.85,2026-03-13 14:40:51
4,48.26,2026-03-13 14:40:51
5,43.43,2026-03-13 14:40:51
6,38.36,2026-03-13 14:40:51
7,42.84,2026-03-13 14:40:51
8,48.25,2026-03-13 14:40:51
9,40.78,2026-03-13 14:40:51
10,50.39,2026-03-13 14:40:51
11,45.65,2026-03-13 14:40:51
12,48.96,2026-03-13 14:40:51
13,39.95,2026-03-13 14:40:51
14,44.78,2026-03-13 14:40:51
15,54.41,2026-03-13 14:40:51
16,46.47,2026-03-13 14:40:51
17,40.86,2026-03-13 14:40:51
18,39.93,2026-03-13 14:40:51
19,39.09,2026-03-13 14:40:51
20,39.38,2026-03-13 14:40:51
21,49.77,2026-03-13 14:40:51
22,49.2,2026-03-13 14:40:51
23,50.93,2026-03-13 14:40:51
24,39.8,2026-03-13 14:40:51
25,41.04,2026-03-13 14:40:51
26,50.85,2026-03-13 14:40:51
27,44.55,2026-03-13 14:40:51
28,46.95,2026-03-13 14:40:51
29,35.74,2026-03-13 14:40:51
30,42.1,2026-03-13 14:40:51
31,38.98,2026-03-13 14:40:51
32,53.21,2026-03-13 14:40:51
33,43.76,2026-03-13 14:40:51
34,50.08,2026-03-13 14:40:51
35,47.0,2026-03-13 14:40:51
36,39.95,2026-03-13 14:40:51
37,52.49,2026-03-13 14:40:51
38,48.61,2026-03-13 14:40:51
39,52.01,2026-03-13 14:40:51
40,47.23,2026-03-13 14:40:51
1,51.34,2026-03-13 15:10:51
2,52.89,2026-03-13 15:10:51
3,42.68,2026-03-13 15:10:51
4,43.39,2026-03-13 15:10:51
5,41.91,2026-03-13 15:10:51
6,48.91,2026-03-13 15:10:51
7,46.64,2026-03-13 15:10:51
8,41.75,2026-03-13 15:10:51
9,50.36,2026-03-13 15:10:51
10,42.03,2026-03-13 15:10:51
11,45.3,2026-03-13 15:10:51
12,51.18,2026-03-13 15:10:51
13,42.97,2026-03-13 15:10:51
14,50.67,2026-03-13 15:10:51
15,39.48,2026-03-13 15:10:51
16,45.09,2026-03-13 15:10:51
17,35.12,2026-03-13 15:10:51
18,40.57,2026-03-13 15:10:51
19,50.03,2026-03-13 15:10:51
20,41.43,2026-03-13 15:10:51
21,47.93,2026-03-13 15:10:51
22,46.91,2026-03-13 15:10:51
23,47.05,2026-03-13 15:10:51
24,35.77,2026-03-13 15:10:51
25,39.8,2026-03-13 15:10:51
26,49.71,2026-03-13 15:10:51
27,53.73,2026-03-13 15:10:51
28,40.87,2026-03-13 15:10:51
29,53.59,2026-03-13 15:10:51
30,52.42,2026-03-13 15:10:51
31,36.41,2026-03-13 15:10:51
32,43.83,2026-03-13 15:10:51
33,47.67,2026-03-13 15:10:51
34,38.9,2026-03-13 15:10:51
35,48.22,2026-03-13 15:10:51
36,54.7,2026-03-13 15:10:51
37,36.59,2026-03-13 15:10:51
38,39.48,2026-03-13 15:10:51
39,54.04,2026-03-13 15:10:51
40,39.72,2026-03-13 15:10:51
1,36.32,2026-03-13 15:40:51
2,38.85,2026-03-13 15:40:51
3,47.62,2026-03-13 15:40:51
4,54.43,2026-03-13 15:40:51
5,48.88,2026-03-13 15:40:51
6,38.42,2026-03-13 15:40:51
7,44.27,2026-03-13 15:40:51
8,52.77,2026-03-13 15:40:51
9,51.91,2026-03-13 15:40:51
10,43.0,2026-03-13 15:40:51
11,54.28,2026-03-13 15:40:51
12,49.78,2026-03-13 15:40:51
13,54.92,2026-03-13 15:40:51
14,39.66,2026-03-13 15:40:51
15,45.0,2026-03-13 15:40:51
16,38.24,2026-03-13 15:40:51
17,52.78,2026-03-13 15:40:51
18,40.09,2026-03-13 15:40:51
19,40.79,2026-03-13 15:40:51
20,39.96,2026-03-13 15:40:51
21,43.74,2026-03-13 15:40:51
22,51.12,2026-03-13 15:40:51
23,38.07,2026-03-13 15:40:51
24,43.24,2026-03-13 15:40:51
25,49.37,2026-03-13 15:40:51
26,52.02,2026-03-13 15:40:51
27,42.77,2026-03-13 15:40:51
28,42.98,2026-03-13 15:40:51
29,38.19,2026-03-13 15:40:51
30,54.28,2026-03-13 15:40:51
31,38.48,2026-03-13 15:40:51
32,52.39,2026-03-13 15:40:51
33,49.08,2026-03-13 15:40:51
34,47.23,2026-03-13 15:40:51
35,45.01,2026-03-13 15:40:51
36,43.67,2026-03-13 15:40:51
37,45.97,2026-03-13 15:40:51
38,36.56,2026-03-13 15:40:51
39,54.27,2026-03-13 15:40:51
40,40.39,2026-03-13 15:40:51
1,40.43,2026-03-13 16:10:51
2,48.16,2026-03-13 16:10:51
3,53.67,2026-03-13 16:10:51
4,43.41,2026-03-13 16:10:51
5,35.13,2026-03-13 16:10:51
6,48.94,2026-03-13 16:10:51
7,39.27,2026-03-13 16:10:51
8,44.57,2026-03-13 16:10:51
9,51.77,2026-03-13 16:10:51
10,47.57,2026-03-13 16:10:51
11,45.52,2026-03-13 16:10:51
12,51.68,2026-03-13 16:10:51
13,41.52,2026-03-13 16:10:51
14,41.7,2026-03-13 16:10:51
15,38.79,2026-03-13 16:10:51
16,47.56,2026-03-13 16:10:51
17,54.98,2026-03-13 16:10:51
18,53.57,2026-03-13 16:10:51
19,38.86,2026-03-13 16:10:51
20,41.13,2026-03-13 16:10:51
21,44.24,2026-03-13 16:10:51
22,36.52,2026-03-13 16:10:51
23,54.55,2026-03-13 16:10:51
24,50.45,2026-03-13 16:10:51
25,46.07,2026-03-13 16:10:51
26,43.21,2026-03-13 16:10:51
27,38.18,2026-03-13 16:10:51
28,50.36,2026-03-13 16:10:51
29,52.93,2026-03-13 16:10:51
30,38.52,2026-03-13 16:10:51
31,39.53,2026-03-13 16:10:51
32,35.12,2026-03-13 16:10:51
33,35.09,2026-03-13 16:10:51
34,49.6,2026-03-13 16:10:51
35,45.53,2026-03-13 16:10:51
36,47.87,2026-03-13 16:10:51
37,37.23,2026-03-13 16:10:51
38,50.21,2026-03-13 16:10:51
39,47.7,2026-03-13 16:10:51
40,48.2,2026-03-13 16:10:51
1,18.67,2026-03-13 16:40:51
2,3.41,2026-03-13 16:40:51
3,1.75,2026-03-13 16:40:51
4,18.98,2026-03-13 16:40:51
5,17.37,2026-03-13 16:40:51
6,9.82,2026-03-13 16:40:51
7,1.44,2026-03-13 16:40:51
8,2.12,2026-03-13 16:40:51
9,18.84,2026-03-13 16:40:51
10,1.38,2026-03-13 16:40:51
11,3.43,2026-03-13 16:40:51
12,18.84,2026-03-13 16:40:51
13,15.42,2026-03-13 16:40:51
14,7.21,2026-03-13 16:40:51
15,16.3,2026-03-13 16:40:51
16,14.43,2026-03-13 16:40:51
17,0.29,2026-03-13 16:40:51
18,11.91,2026-03-13 16:40:51
19,3.4,2026-03-13 16:40:51
20,10.0,2026-03-13 16:40:51
21,15.73,2026-03-13 16:40:51
22,0.43,2026-03-13 16:40:51
23,16.07,2026-03-13 16:40:51
24,3.76,2026-03-13 16:40:51
25,8.85,2026-03-13 16:40:51
26,11.16,2026-03-13 16:40:51
27,15.11,2026-03-13 16:40:51
28,7.26,2026-03-13 16:40:51
29,13.51,2026-03-13 16:40:51
30,16.04,2026-03-13 16:40:51
31,11.61,2026-03-13 16:40:51
32,4.42,2026-03-13 16:40:51
33,13.64,2026-03-13 16:40:51
34,0.89,2026-03-13 16:40:51
35,2.69,2026-03-13 16:40:51
36,19.43,2026-03-13 16:40:51
37,14.22,2026-03-13 16:40:51
38,0.35,2026-03-13 16:40:51
39,12.86,2026-03-13 16:40:51
40,0.13,2026-03-13 16:40:51
1,19.25,2026-03-13 17:10:51
2,18.87,2026-03-13 17:10:51
3,0.59,2026-03-13 17:10:51
4,17.14,2026-03-13 17:10:51
5,0.07,2026-03-13 17:10:51
6,2.31,2026-03-13 17:10:51
7,3.1,2026-03-13 17:10:51
8,8.32,2026-03-13 17:10:51
9,9.38,2026-03-13 17:10:51
10,2.64,2026-03-13 17:10:51
11,10.67,2026-03-13 17:10:51
12,13.49,2026-03-13 17:10:51
13,10.21,2026-03-13 17:10:51
14,5.56,2026-03-13 17:10:51
15,3.5,2026-03-13 17:10:51
16,14.44,2026-03-13 17:10:51
17,13.55,2026-03-13 17:10:51
18,10.97,2026-03-13 17:10:51
19,2.57,2026-03-13 17:10:51
20,3.13,2026-03-13 17:10:51
21,18.19,2026-03-13 17:10:51
22,5.62,2026-03-13 17:10:51
23,19.19,2026-03-13 17:10:51
24,1.65,2026-03-13 17:10:51
25,14.72,2026-03-13 17:10:51
26,6.07,2026-03-13 17:10:51
27,12.67,2026-03-13 17:10:51
28,18.11,2026-03-13 17:10:51
29,12.72,2026-03-13 17:10:51
30,7.7,2026-03-13 17:10:51
31,19.18,2026-03-13 17:10:51
32,19.2,2026-03-13 17:10:51
33,5.35,2026-03-13 17:10:51
34,19.44,2026-03-13 17:10:51
35,4.37,2026-03-13 17:10:51
36,16.88,2026-03-13 17:10:51
37,6.66,2026-03-13 17:10:51
38,7.14,2026-03-13 17:10:51
39,9.91,2026-03-13 17:10:51
40,12.24,2026-03-13 17:10:51
1,3.68,2026-03-13 17:40:51
2,5.79,2026-03-13 17:40:51
3,14.22,2026-03-13 17:40:51
4,12.23,2026-03-13 17:40:51
5,8.57,2026-03-13 17:40:51
6,16.11,2026-03-13 17:40:51
7,3.66,2026-03-13 17:40:51
8,19.93,2026-03-13 17:40:51
9,6.66,2026-03-13 17:40:51
10,14.4,2026-03-13 17:40:51
11,1.45,2026-03-13 17:40:51
12,10.26,2026-03-13 17:40:51
13,16.34,2026-03-13 17:40:51
14,19.4,2026-03-13 17:40:51
15,0.73,2026-03-13 17:40:51
16,0.22,2026-03-13 17:40:51
17,18.03,2026-03-13 17:40:51
18,11.95,2026-03-13 17:40:51
19,1.75,2026-03-13 17:40:51
20,7.7,2026-03-13 17:40:51
21,13.53,2026-03-13 17:40:51
22,9.35,2026-03-13 17:40:51
23,17.38,2026-03-13 17:40:51
24,8.35,2026-03-13 17:40:51
25,9.31,2026-03-13 17:40:51
26,13.22,2026-03-13 17:40:51
27,9.74,2026-03-13 17:40:51
28,17.83,2026-03-13 17:40:51
29,10.98,2026-03-13 17:40:51
30,9.37,2026-03-13 17:40:51
31,17.82,2026-03-13 17:40:51
32,1.15,2026-03-13 17:40:51
33,6.87,2026-03-13 17:40:51
34,10.39,2026-03-13 17:40:51
35,2.94,2026-03-13 17:40:51
